State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,address_for_geocode,latitude,longitude,reverse_address,location_name
West Bengal,Siliguri,2018,September,Friday,8:31,Fatal,4,Truck,5,0,Stormy,State Highway,Wet,Dusk,,76,26,Male,Expired,Yes,Bridge,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Meghalaya,Unknown,2021,March,Sunday,4:8,Serious,3,Bus,8,1,Foggy,National Highway,Damaged,Dawn,Signals,116,24,Male,Valid,No,Curve,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Telangana,Unknown,2021,February,Friday,22:4,Serious,2,Two-Wheeler,4,3,Clear,National Highway,Dry,Daylight,Police Checkpost,60,56,Female,Expired,No,Curve,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
West Bengal,Siliguri,2020,August,Saturday,6:27,Fatal,2,Car,10,4,Foggy,National Highway,Under Construction,Daylight,,103,51,Male,Expired,Yes,Intersection,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Madhya Pradesh,Unknown,2019,July,Sunday,17:12,Fatal,3,Bus,0,2,Clear,Urban Road,Dry,Daylight,,32,70,Male,,Yes,Straight Road,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Sikkim,Unknown,2021,December,Friday,21:32,Fatal,5,Bus,7,4,Stormy,National Highway,Wet,Dark,Signals,109,61,Female,Expired,Yes,Straight Road,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Goa,Unknown,2019,November,Wednesday,14:26,Minor,1,Cycle,3,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,62,62,Male,,No,Bridge,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Chandigarh,Unknown,2019,January,Thursday,23:5,Serious,2,Bus,5,3,Hazy,Village Road,Dry,Dawn,Signals,46,51,Male,,Yes,Intersection,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Jharkhand,Unknown,2020,July,Wednesday,12:46,Serious,2,Two-Wheeler,1,2,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,70,46,Male,Valid,No,Intersection,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Uttarakhand,Unknown,2022,January,Sunday,6:53,Fatal,3,Bus,0,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,87,58,Female,Expired,Yes,Bridge,"Unknown, Uttarakhand",30.25,79.25,"Gopeshwar Road, Chamoli, Pipalsera - 246444, Uttarakhand, India",Chamoli
Tamil Nadu,Coimbatore,2021,October,Wednesday,8:38,Fatal,3,Bus,5,4,Clear,State Highway,Damaged,Dusk,Signals,67,51,Female,Expired,No,Bridge,"Coimbatore, Tamil Nadu",11.0018115,76.9628425,"Station Flyover, Ward 25, Coimbatore - 641001, Tamil Nadu, India",Ward 25
Maharashtra,Mumbai,2022,February,Tuesday,0:14,Minor,5,Car,9,1,Hazy,Village Road,Wet,Dusk,,105,59,Female,Expired,Yes,Straight Road,"Mumbai, Maharashtra",19.054999,72.8692035,"Lal Bahadur Shastri Marg, L Ward, Mumbai - 400024, Maharashtra, India",L Ward
Maharashtra,Pune,2019,February,Tuesday,13:31,Fatal,3,Bus,4,5,Foggy,Urban Road,Dry,Dark,,120,31,Female,Valid,Yes,Intersection,"Pune, Maharashtra",18.5213738,73.8545071,"unnamed road, Shaniwar Peth, Pune - 411002, Maharashtra, India",Shaniwar Peth
Andhra Pradesh,Vijayawada,2022,October,Tuesday,9:38,Serious,1,Cycle,5,3,Hazy,National Highway,Wet,Dusk,Signs,112,20,Male,Expired,No,Curve,"Vijayawada, Andhra Pradesh",16.5115306,80.6160469,"Kaleswara Rao Flyover, 1 Town, Vijayawada - 520001, Andhra Pradesh, India",1 Town
Delhi,New Delhi,2021,May,Sunday,4:51,Minor,3,Pedestrian,9,1,Stormy,Urban Road,Dry,Dark,Signs,54,19,Male,,Yes,Curve,"New Delhi, Delhi",28.6430858,77.2192671,"New Delhi, Foot Over Bridge 1, Central Delhi, Delhi - 110006, Delhi, India",Foot Over Bridge 1
Gujarat,Surat,2023,June,Thursday,4:39,Minor,2,Pedestrian,1,3,Clear,State Highway,Dry,Dark,,40,41,Female,Expired,No,Intersection,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Andhra Pradesh,Tirupati,2020,December,Saturday,21:46,Fatal,2,Cycle,8,4,Stormy,Urban Road,Wet,Dawn,,40,23,Male,Expired,No,Straight Road,"Tirupati, Andhra Pradesh",13.6316368,79.4231711,"Gangamma Temple Road, Tirupati, Tirupati - 517500, Andhra Pradesh, India",Tirupati
Rajasthan,Udaipur,2021,July,Monday,0:53,Minor,5,Two-Wheeler,5,0,Rainy,National Highway,Damaged,Dark,Signs,65,42,Male,,No,Bridge,"Udaipur, Rajasthan",24.578721,73.6862571,"unnamed road, Udaipur, Udaipur - 313001, Rajasthan, India",Udaipur
Assam,Unknown,2023,May,Tuesday,0:12,Serious,4,Truck,7,0,Foggy,Village Road,Under Construction,Daylight,,103,70,Female,Expired,Yes,Curve,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Andhra Pradesh,Tirupati,2020,November,Friday,13:3,Fatal,2,Pedestrian,1,1,Stormy,National Highway,Under Construction,Dark,Signs,32,70,Male,,Yes,Intersection,"Tirupati, Andhra Pradesh",13.6316368,79.4231711,"Gangamma Temple Road, Tirupati, Tirupati - 517500, Andhra Pradesh, India",Tirupati
Haryana,Unknown,2022,February,Thursday,14:54,Serious,5,Cycle,8,1,Clear,Village Road,Damaged,Dark,Signals,37,25,Male,Valid,Yes,Bridge,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Goa,Unknown,2021,February,Monday,8:27,Fatal,4,Two-Wheeler,7,4,Foggy,Village Road,Dry,Dark,,114,50,Female,Valid,Yes,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Arunachal Pradesh,Unknown,2018,December,Saturday,3:45,Serious,5,Auto-Rickshaw,3,3,Clear,National Highway,Damaged,Dusk,,72,37,Male,Valid,Yes,Straight Road,"Unknown, Arunachal Pradesh",27.06,93.37,"Sangdupota (Basar Nello), Sangdupota Basar Nello Circle, India",Sangdupota Basar Nello Circle
Nagaland,Unknown,2020,July,Sunday,14:58,Minor,5,Cycle,8,5,Stormy,National Highway,Dry,Dark,Signals,80,19,Male,Valid,Yes,Intersection,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
West Bengal,Kolkata,2023,May,Tuesday,13:36,Minor,5,Two-Wheeler,0,4,Hazy,Urban Road,Damaged,Dark,Signals,61,53,Female,Expired,No,Intersection,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Odisha,Unknown,2019,March,Thursday,15:5,Serious,1,Car,6,0,Hazy,State Highway,Dry,Dawn,Signs,90,69,Female,Valid,No,Bridge,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
West Bengal,Siliguri,2023,February,Saturday,0:13,Fatal,1,Bus,7,4,Hazy,State Highway,Dry,Daylight,Signs,71,31,Male,Valid,Yes,Bridge,"Siliguri, West Bengal",26.7164127,88.4309916,"unnamed road, Darjeeling, Siliguri - 734001, West Bengal, India",Darjeeling
Jammu and Kashmir,Unknown,2023,August,Sunday,14:59,Fatal,2,Truck,9,4,Stormy,National Highway,Under Construction,Dark,,88,59,Female,,No,Intersection,"Unknown, Jammu and Kashmir",33.91667,76.66667,"Rangdun-Lingshed, Sham Valley, -, Ladakh, India",Sham Valley
Chhattisgarh,Unknown,2018,April,Sunday,6:33,Fatal,1,Bus,0,2,Foggy,State Highway,Dry,Dusk,Signals,68,32,Male,Valid,Yes,Bridge,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Punjab,Unknown,2018,May,Saturday,7:0,Minor,1,Two-Wheeler,2,4,Hazy,Village Road,Damaged,Dawn,Signs,42,57,Female,Expired,No,Straight Road,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Manipur,Unknown,2019,October,Thursday,2:4,Minor,2,Cycle,4,5,Clear,Urban Road,Under Construction,Daylight,Signs,58,18,Female,,No,Curve,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
West Bengal,Durgapur,2018,September,Thursday,18:31,Serious,5,Truck,3,5,Foggy,State Highway,Under Construction,Daylight,,100,18,Male,Valid,No,Curve,"Durgapur, West Bengal",23.5350475,87.3380425,"unnamed road, Paschim Bardhaman, Durgapur - 713200, West Bengal, India",Paschim Bardhaman
Manipur,Unknown,2019,March,Wednesday,13:17,Serious,4,Pedestrian,3,3,Rainy,Urban Road,Under Construction,Daylight,,111,31,Female,,No,Straight Road,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Himachal Pradesh,Unknown,2023,March,Sunday,15:2,Fatal,1,Cycle,2,4,Foggy,State Highway,Wet,Dusk,Signals,89,58,Male,,No,Curve,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Delhi,Dwarka,2022,March,Sunday,17:14,Minor,4,Auto-Rickshaw,8,2,Foggy,National Highway,Dry,Daylight,,61,35,Male,,No,Straight Road,"Dwarka, Delhi",28.6149362,77.0227628,"Dwarka (Blue Line), स्वतंत्रता सेनानी श्री छोटू मार्ग, South West Delhi, Dwarka - 110078, Delhi, India",स्वतंत्रता सेनानी श्री छोटू मार्ग
Nagaland,Unknown,2019,September,Thursday,9:24,Minor,2,Car,8,5,Stormy,State Highway,Wet,Dark,Police Checkpost,90,49,Female,Valid,No,Intersection,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Punjab,Unknown,2019,September,Thursday,0:49,Minor,3,Pedestrian,8,0,Hazy,National Highway,Wet,Daylight,,99,29,Male,Expired,Yes,Intersection,"Unknown, Punjab",30.86017,72.31976,"Faisalabad Division, unnamed road, Toba Tek Singh Tehsil, Punjab, Pakistan",unnamed road
Himachal Pradesh,Unknown,2020,January,Tuesday,17:24,Serious,4,Auto-Rickshaw,5,4,Hazy,Urban Road,Dry,Dark,,111,37,Female,Valid,Yes,Intersection,"Unknown, Himachal Pradesh",32.176123,76.6980857,"Unknown Tea Shop, Jalsu Binwa Stream, Kangra, -, Himachal Pradesh, India",Jalsu Binwa Stream
Haryana,Unknown,2023,January,Friday,0:26,Minor,1,Bus,3,1,Stormy,State Highway,Under Construction,Dusk,Signs,98,56,Female,Valid,Yes,Intersection,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Sikkim,Unknown,2023,July,Friday,12:30,Minor,2,Cycle,4,0,Rainy,National Highway,Dry,Dark,,37,67,Male,,No,Bridge,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Mizoram,Unknown,2021,January,Wednesday,15:27,Fatal,1,Cycle,10,5,Hazy,State Highway,Dry,Dark,,67,45,Male,,Yes,Intersection,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Sikkim,Unknown,2021,February,Saturday,10:12,Serious,5,Pedestrian,3,1,Foggy,Urban Road,Dry,Dark,Signs,78,56,Male,,No,Bridge,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Sikkim,Unknown,2020,August,Friday,8:34,Serious,4,Two-Wheeler,8,4,Rainy,National Highway,Wet,Dark,Police Checkpost,73,70,Male,Expired,No,Curve,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Telangana,Unknown,2020,March,Wednesday,8:29,Fatal,3,Cycle,6,1,Clear,State Highway,Under Construction,Dusk,Police Checkpost,41,24,Female,,No,Bridge,"Unknown, Telangana",17.83333,79.08333,"Jangaon, Bonakallur - 500010, Telangana, India",Bonakallur - 500010
Meghalaya,Unknown,2019,February,Tuesday,17:2,Fatal,5,Two-Wheeler,0,1,Foggy,Village Road,Dry,Daylight,,100,52,Male,Expired,No,Intersection,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Chhattisgarh,Unknown,2022,July,Monday,19:58,Fatal,3,Bus,10,0,Clear,State Highway,Dry,Dark,Signs,54,54,Male,Expired,No,Intersection,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Gujarat,Surat,2022,December,Thursday,2:20,Minor,5,Cycle,5,1,Clear,Urban Road,Under Construction,Dark,Signs,84,61,Female,,No,Intersection,"Surat, Gujarat",21.2094892,72.8317058,"Ashkta Ashram Road, Surat, Surat - 395003, Gujarat, India",Surat
Jharkhand,Unknown,2022,July,Thursday,14:18,Serious,4,Truck,4,1,Foggy,National Highway,Under Construction,Dawn,,103,58,Female,,Yes,Straight Road,"Unknown, Jharkhand",23.75,85.5,"unnamed road, Ramgarh, - 825316, Jharkhand, India",Ramgarh
Chhattisgarh,Unknown,2019,October,Saturday,8:59,Minor,3,Pedestrian,8,5,Rainy,Urban Road,Wet,Dusk,Signs,103,62,Female,Expired,No,Curve,"Unknown, Chhattisgarh",21.5,82.0,"unnamed road, Baloda Bazar, - 493196, Chhattisgarh, India",Baloda Bazar
Nagaland,Unknown,2019,September,Saturday,21:35,Serious,5,Auto-Rickshaw,10,4,Rainy,Urban Road,Dry,Dusk,Signals,97,28,Male,Valid,No,Straight Road,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Assam,Unknown,2023,September,Saturday,23:25,Fatal,1,Bus,1,3,Clear,National Highway,Under Construction,Daylight,Police Checkpost,60,48,Male,Valid,Yes,Intersection,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Tripura,Unknown,2018,July,Thursday,12:28,Fatal,5,Auto-Rickshaw,1,0,Foggy,National Highway,Damaged,Dawn,,38,49,Female,,No,Intersection,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Bihar,Unknown,2018,January,Thursday,14:33,Fatal,4,Auto-Rickshaw,0,2,Foggy,State Highway,Under Construction,Dusk,Signals,56,56,Male,Valid,No,Intersection,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Goa,Unknown,2022,August,Wednesday,14:42,Fatal,2,Two-Wheeler,9,2,Clear,Urban Road,Under Construction,Daylight,,100,59,Male,Expired,No,Intersection,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Assam,Unknown,2020,June,Tuesday,0:49,Fatal,2,Two-Wheeler,9,5,Hazy,Urban Road,Wet,Dark,Signs,79,22,Female,Expired,No,Bridge,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Mizoram,Unknown,2020,June,Tuesday,9:21,Fatal,4,Bus,0,4,Stormy,Village Road,Damaged,Dark,Police Checkpost,104,18,Female,,Yes,Intersection,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Nagaland,Unknown,2020,June,Sunday,13:47,Serious,1,Auto-Rickshaw,10,2,Hazy,Village Road,Wet,Dusk,Signals,40,60,Female,Expired,No,Bridge,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
West Bengal,Kolkata,2018,December,Sunday,11:33,Fatal,4,Car,2,5,Hazy,Village Road,Under Construction,Daylight,Signs,49,49,Male,Valid,Yes,Curve,"Kolkata, West Bengal",22.5726459,88.3638953,"Chatterjee Lane, Bowbazar, Kolkata - 700073, West Bengal, India",Bowbazar
Manipur,Unknown,2022,August,Sunday,14:5,Fatal,3,Two-Wheeler,10,4,Stormy,Urban Road,Damaged,Dawn,Signals,93,70,Female,Expired,Yes,Intersection,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Goa,Unknown,2022,January,Sunday,1:23,Minor,4,Truck,10,1,Hazy,National Highway,Damaged,Daylight,,59,48,Male,,No,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Maharashtra,Nagpur,2023,December,Sunday,15:36,Fatal,2,Cycle,6,2,Clear,Urban Road,Damaged,Daylight,Police Checkpost,46,49,Female,Expired,Yes,Intersection,"Nagpur, Maharashtra",21.1498134,79.0820556,"Vasantrao Naik Government Institute of Arts and Social Sciences, NH53, Ramdaspeth, Nagpur - 440001, Maharashtra, India",NH53
Goa,Unknown,2020,January,Friday,4:11,Serious,5,Two-Wheeler,9,2,Clear,Urban Road,Wet,Daylight,Signs,49,34,Female,Valid,Yes,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Mizoram,Unknown,2018,January,Tuesday,18:22,Serious,4,Pedestrian,4,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,46,62,Female,Expired,Yes,Curve,"Unknown, Mizoram",23.4420261,92.9982011,"Dirt path, Serchhip, -, Mizoram, India",Serchhip
Sikkim,Unknown,2019,April,Sunday,21:28,Serious,2,Two-Wheeler,0,2,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,109,21,Male,Valid,Yes,Straight Road,"Unknown, Sikkim",27.75,88.5,"Lachen, Chungthang, India",Chungthang
Haryana,Unknown,2019,January,Sunday,20:13,Minor,3,Auto-Rickshaw,2,4,Clear,Village Road,Dry,Dark,,96,53,Male,,Yes,Intersection,"Unknown, Haryana",28.4154906,77.0919333,"Fountain of the unknown, CRPF Road, Brahma City, Gurugram - 122011, Haryana, India",CRPF Road
Tripura,Unknown,2019,May,Friday,5:23,Serious,5,Pedestrian,6,0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,35,40,Female,,Yes,Bridge,"Unknown, Tripura",24.0,92.0,"unnamed road, Dhalai, Manu - 799275, Tripura, India",Dhalai
Assam,Unknown,2023,January,Tuesday,8:24,Fatal,2,Two-Wheeler,6,1,Clear,Village Road,Under Construction,Dark,Signals,95,21,Female,,Yes,Bridge,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Maharashtra,Nagpur,2022,July,Wednesday,5:39,Fatal,5,Pedestrian,10,0,Stormy,State Highway,Damaged,Daylight,Signals,75,37,Female,Expired,Yes,Straight Road,"Nagpur, Maharashtra",21.1498134,79.0820556,"Vasantrao Naik Government Institute of Arts and Social Sciences, NH53, Ramdaspeth, Nagpur - 440001, Maharashtra, India",NH53
Manipur,Unknown,2021,February,Wednesday,23:9,Fatal,3,Auto-Rickshaw,9,1,Rainy,National Highway,Damaged,Dawn,Signs,49,36,Male,,No,Bridge,"Unknown, Manipur",25.0,94.0,"unnamed road, Kangpokpi district, Maibung Likli - 795118, Manipur, India",Kangpokpi district
Madhya Pradesh,Unknown,2023,April,Tuesday,13:9,Fatal,2,Cycle,7,1,Rainy,Village Road,Dry,Dawn,Signals,65,35,Male,,Yes,Straight Road,"Unknown, Madhya Pradesh",21.8464578,79.9459294,"Unknown, Waraseoni Tahsil, India",Waraseoni Tahsil
Bihar,Unknown,2018,December,Tuesday,14:40,Fatal,2,Car,1,5,Rainy,National Highway,Damaged,Dusk,Signs,101,45,Male,Expired,No,Curve,"Unknown, Bihar",47.053215,21.9345955,"Statue of the Unknown Soldier, Piața 1 Decembrie, 410068 Oradea, Romania",Piața 1 Decembrie
Kerala,Unknown,2022,April,Saturday,8:40,Serious,5,Two-Wheeler,7,2,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,106,54,Male,Valid,Yes,Bridge,"Unknown, Kerala",9.9627112,76.2897971,"Manikkath Road, Perumanoor, Ernakulam - 680016, Kerala, India",Perumanoor
Chandigarh,Unknown,2022,August,Monday,20:7,Minor,2,Bus,3,1,Foggy,Urban Road,Under Construction,Dusk,,101,49,Female,Valid,Yes,Curve,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Karnataka,Mangalore,2019,July,Saturday,14:12,Serious,4,Cycle,8,0,Stormy,State Highway,Dry,Dusk,Signals,68,50,Female,,Yes,Straight Road,"Mangalore, Karnataka",12.8698101,74.8430082,"Jos Alukkas Jewellers, Light House Hill Road, Attavar, Mangaluru - 575001, Karnataka, India",Light House Hill Road
Karnataka,Mangalore,2020,June,Friday,13:0,Serious,5,Bus,4,1,Hazy,Village Road,Under Construction,Dusk,,66,34,Female,,No,Straight Road,"Mangalore, Karnataka",12.8698101,74.8430082,"Jos Alukkas Jewellers, Light House Hill Road, Attavar, Mangaluru - 575001, Karnataka, India",Light House Hill Road
Puducherry,Unknown,2019,November,Thursday,21:57,Serious,2,Car,10,2,Rainy,National Highway,Damaged,Dark,Police Checkpost,118,42,Male,Valid,Yes,Bridge,"Unknown, Puducherry",11.93381,79.82979,"Petit Seminaire higher secondary school, 355, Needarajapayar Street, Grand Bazaar, Puducherry - 605001, Puducherry, India",355
Maharashtra,Pune,2020,February,Saturday,12:6,Fatal,4,Truck,1,0,Foggy,State Highway,Damaged,Dusk,Signals,71,20,Female,Valid,No,Bridge,"Pune, Maharashtra",18.5213738,73.8545071,"unnamed road, Shaniwar Peth, Pune - 411002, Maharashtra, India",Shaniwar Peth
Goa,Unknown,2021,March,Saturday,3:39,Serious,2,Bus,6,4,Hazy,Village Road,Under Construction,Dark,Signals,30,66,Male,Expired,No,Curve,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
Assam,Unknown,2021,August,Sunday,7:34,Fatal,5,Bus,3,3,Hazy,Urban Road,Wet,Dawn,,32,60,Female,,Yes,Intersection,"Unknown, Assam",26.492533,92.3308789,"unnamed road, Marigaon, -, Assam, India",Marigaon
Chandigarh,Unknown,2020,May,Wednesday,16:58,Serious,2,Auto-Rickshaw,2,5,Clear,Village Road,Wet,Dusk,Police Checkpost,107,60,Female,Expired,No,Bridge,"Unknown, Chandigarh",30.73629,76.7884,"unnamed road, Sector 18, Chandigarh - 160018, Chandigarh, India",Sector 18
Meghalaya,Unknown,2021,May,Sunday,0:22,Minor,1,Cycle,0,2,Foggy,State Highway,Damaged,Dark,,112,37,Female,Valid,No,Intersection,"Unknown, Meghalaya",25.5,91.33333,"West Khasi Hills, Nongstoin - 793119, Meghalaya, India",Nongstoin - 793119
Odisha,Unknown,2023,January,Saturday,13:7,Serious,5,Truck,10,0,Clear,State Highway,Dry,Daylight,Signals,78,44,Female,Expired,No,Curve,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Nagaland,Unknown,2019,September,Tuesday,19:5,Fatal,1,Cycle,5,3,Rainy,Village Road,Wet,Dark,Police Checkpost,31,20,Female,,Yes,Bridge,"Unknown, Nagaland",26.08333,94.5,"Atoizu, India",India
Odisha,Unknown,2020,October,Friday,14:37,Minor,3,Bus,2,0,Clear,Urban Road,Under Construction,Dusk,Signals,104,43,Male,,Yes,Straight Road,"Unknown, Odisha",18.9668959,84.3684974,"Unknown Temple, Bhima point tracking Path, Gajapati, Burakhat, Odisha, India",Bhima point tracking Path
Tamil Nadu,Madurai,2021,May,Friday,14:10,Minor,5,Truck,5,4,Rainy,Urban Road,Under Construction,Daylight,Signals,72,22,Male,,Yes,Bridge,"Madurai, Tamil Nadu",9.9261153,78.1140983,"unnamed road, Arappalayam, Madurai - 625010, Tamil Nadu, India",Arappalayam
Goa,Unknown,2020,September,Tuesday,17:31,Fatal,1,Cycle,8,5,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,107,20,Female,Expired,Yes,Straight Road,"Unknown, Goa",44.4264,8.91519,"Emanuelli Simoncini - Materiali edili, Via Bari, 16134 Genoa Genoa, Italy",Via Bari
