State Name,Year,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Speed Limit (km/h),Driver Age,Driver Gender,Accident Location Details,Time_of_Day_Numerical,Alcohol Involvement_Yes
Himachal Pradesh,2020,5,2,0,1,6,2,0,7,6,5,1,60,52,2,7,60180,0
Jharkhand,2020,5,1,0,1,2,0,1,4,6,2,1,119,39,2,1,78720,1
Himachal Pradesh,2023,5,2,2,5,6,5,0,4,6,2,1,43,35,2,8,35160,1
Punjab,2020,5,2,0,3,8,5,5,7,6,5,4,108,38,2,1,21660,0
Delhi,2021,5,3,1,2,4,10,4,7,6,5,3,38,25,1,8,62460,0
Sikkim,2022,5,4,0,3,7,8,0,2,6,6,1,87,18,1,7,81240,1
Bihar,2020,5,6,1,1,2,7,2,4,6,6,3,58,53,1,7,75300,0
Kerala,2018,5,3,2,2,7,10,1,7,6,6,3,112,31,2,7,9780,0
Goa,2019,5,3,1,2,8,0,3,7,4,1,3,92,30,1,8,52860,0
Karnataka,2020,5,1,0,3,2,2,1,7,4,6,1,107,44,2,4,25620,1
Goa,2020,5,1,1,1,8,10,2,1,4,1,2,102,68,1,4,7020,0
Sikkim,2022,5,4,0,1,7,7,1,7,5,6,2,66,33,2,7,40560,1
Nagaland,2022,5,2,0,5,2,10,4,1,5,6,4,87,43,2,1,21600,0
Meghalaya,2020,5,5,2,1,1,6,3,7,4,1,2,56,62,2,8,5700,1
Haryana,2022,5,5,1,5,7,9,4,7,6,6,4,120,21,2,1,81120,1
Sikkim,2023,5,7,1,5,6,1,4,1,6,5,4,64,35,1,4,19680,1
Telangana,2022,5,2,0,3,8,3,5,2,6,6,2,59,68,1,4,40140,0
Manipur,2022,5,6,1,3,2,4,1,2,6,6,4,59,53,2,1,27240,1
Tamil Nadu,2022,5,7,1,4,4,1,4,7,6,5,2,34,43,1,1,27120,1
Punjab,2021,5,4,1,4,7,6,2,4,6,2,4,88,49,1,8,56520,0
Jharkhand,2019,5,3,2,4,2,7,2,7,6,5,4,106,19,2,8,14280,0
Mizoram,2020,5,4,0,5,6,8,2,1,6,5,3,115,56,2,7,48900,1
Kerala,2023,5,3,1,1,7,5,3,2,6,1,2,89,35,2,8,63000,1
Sikkim,2021,5,7,1,5,2,2,4,7,6,2,1,69,55,1,1,71940,0
Puducherry,2023,5,4,0,3,4,2,1,7,5,6,1,119,35,2,4,18480,0
Manipur,2023,5,7,1,4,2,1,0,7,6,6,2,102,27,2,7,31860,1
Punjab,2020,5,3,2,1,8,7,0,7,5,5,4,101,70,2,4,37320,0
Madhya Pradesh,2018,5,6,2,1,2,8,1,7,6,2,3,80,47,1,1,52860,1
Himachal Pradesh,2022,5,1,1,2,4,2,2,7,5,6,2,94,56,2,1,6300,0
Gujarat,2020,5,7,2,1,6,8,4,7,4,6,1,55,28,2,4,51420,1
Goa,2020,5,2,0,5,1,7,4,4,5,5,4,73,38,2,7,44340,0
Karnataka,2021,5,7,1,1,7,7,2,7,6,5,2,67,58,1,8,9060,1
Telangana,2019,5,5,0,1,2,10,1,2,6,2,2,72,49,2,1,76440,1
Rajasthan,2021,5,1,2,2,8,10,0,4,6,6,3,114,39,1,1,55380,1
Arunachal Pradesh,2018,5,2,2,5,4,0,1,7,6,2,3,37,24,2,8,54060,1
Meghalaya,2018,5,3,1,1,1,3,0,1,6,1,1,73,67,2,1,59280,1
Himachal Pradesh,2020,5,1,1,3,4,10,1,7,6,1,3,100,56,2,4,49560,1
Jammu and Kashmir,2023,5,7,2,1,4,3,1,1,5,5,4,32,62,1,4,66420,1
Chhattisgarh,2020,5,6,0,5,6,5,4,7,4,5,2,38,70,1,4,13920,0
Delhi,2022,5,3,0,1,2,10,5,7,6,1,3,104,35,1,8,82380,0
Puducherry,2019,5,7,1,4,4,6,2,1,4,2,2,96,36,1,7,39360,0
Delhi,2019,5,5,1,5,7,6,1,7,5,5,1,91,54,2,8,2220,1
Jharkhand,2020,5,2,1,3,1,3,3,2,4,5,1,63,27,1,1,50580,1
Delhi,2019,5,3,0,3,4,2,5,2,4,1,3,118,21,2,7,56760,1
Andhra Pradesh,2019,5,4,0,3,1,3,5,7,6,5,1,55,24,2,4,74040,1
Punjab,2020,5,3,2,3,4,0,5,2,6,6,2,90,37,2,7,2220,0
Sikkim,2020,5,4,1,3,7,5,1,4,6,2,4,75,52,1,8,77520,1
Rajasthan,2018,5,1,2,3,7,5,3,1,6,1,1,95,24,1,8,71580,1
Uttar Pradesh,2022,5,1,0,2,2,10,4,7,6,2,3,117,51,2,8,44940,1
Chhattisgarh,2019,5,3,1,4,7,1,0,7,5,2,2,77,37,1,8,3780,0
Uttar Pradesh,2021,5,6,2,3,6,8,0,7,5,1,4,75,49,2,7,13140,1
Telangana,2019,5,6,0,4,8,8,1,7,6,6,3,95,26,2,1,840,0
Mizoram,2019,5,6,1,4,7,4,1,7,6,5,2,57,52,1,1,36600,0
Jharkhand,2020,5,3,1,1,8,0,0,1,6,2,4,87,45,1,1,59820,0
Karnataka,2022,5,3,0,1,8,0,5,2,5,5,3,72,38,2,8,1500,1
Meghalaya,2021,5,3,2,5,2,7,2,7,6,2,2,70,63,2,8,15720,0
Chandigarh,2019,5,4,0,2,8,4,4,4,6,6,3,39,44,1,8,39060,1
Uttarakhand,2022,5,1,2,2,2,8,2,7,6,1,3,98,54,2,1,47700,1
Tripura,2020,5,4,0,1,2,2,5,7,6,5,1,119,64,2,1,11460,0
Sikkim,2019,5,4,1,3,7,4,5,4,6,6,1,68,64,1,1,28860,1
Odisha,2023,5,4,2,2,7,8,1,4,6,6,1,112,59,1,7,29940,1
Odisha,2020,5,3,0,2,1,2,5,1,6,5,2,77,21,2,1,20400,0
Haryana,2020,5,7,1,3,8,6,5,2,6,1,3,36,56,2,1,48540,1
Jharkhand,2019,5,1,0,5,6,2,5,7,5,5,2,80,32,2,4,80280,1
Goa,2019,5,4,0,3,7,5,4,2,6,6,3,80,58,1,1,36000,0
Rajasthan,2019,5,6,0,1,8,2,0,7,6,1,4,53,24,1,4,57180,0
Rajasthan,2020,5,2,0,3,7,4,1,4,5,5,2,31,18,2,8,75660,0
Manipur,2021,5,4,2,2,1,3,0,2,6,1,1,74,35,2,1,19920,0
Rajasthan,2021,5,7,0,1,7,8,5,1,6,2,4,107,23,1,7,35880,0
Puducherry,2018,5,4,2,3,7,5,3,1,5,5,3,95,21,2,7,78600,1
Andhra Pradesh,2019,5,3,2,1,2,3,1,7,6,6,3,81,58,1,8,47280,1
Chandigarh,2019,5,7,1,1,1,10,3,4,4,1,3,56,64,2,4,70980,1
Punjab,2020,5,6,2,2,7,7,4,2,6,1,1,62,54,1,8,48480,0
Kerala,2022,5,4,2,1,8,5,1,2,6,1,3,43,70,2,7,27060,1
Tripura,2022,5,3,0,1,2,0,2,7,6,6,1,117,57,1,7,43620,1
Delhi,2022,5,2,0,4,6,2,0,7,6,1,3,45,66,1,8,85620,1
Chhattisgarh,2021,5,7,2,2,8,3,3,2,5,2,2,119,69,2,8,35520,0
Kerala,2023,5,5,2,5,2,1,0,7,4,2,1,34,38,2,8,74880,1
Maharashtra,2018,5,6,2,2,8,8,5,7,4,2,2,85,41,1,4,77340,0
Tripura,2022,5,7,2,2,7,3,5,7,4,2,4,111,65,1,4,31980,1
Andhra Pradesh,2020,5,7,1,4,2,5,2,7,5,2,1,88,21,1,8,24300,0
Nagaland,2023,5,1,2,3,6,7,5,4,6,5,4,89,64,1,1,37380,0
Arunachal Pradesh,2018,5,1,2,1,7,5,2,1,5,5,3,37,31,1,8,32940,1
Goa,2021,5,5,2,5,2,1,3,2,4,2,3,84,51,1,7,43260,1
Rajasthan,2018,5,4,0,1,7,2,2,2,4,5,3,46,60,1,1,540,1
Meghalaya,2019,5,3,0,4,4,1,5,2,4,6,3,92,63,2,7,71640,0
Jammu and Kashmir,2022,5,4,0,5,8,1,5,4,5,1,3,48,66,1,7,63480,0
Gujarat,2019,5,5,0,4,1,7,4,4,6,2,4,90,37,1,7,49680,0
West Bengal,2020,5,1,2,2,6,4,3,7,6,1,1,94,39,1,7,36480,0
Meghalaya,2019,5,2,1,4,4,6,5,4,5,6,1,42,29,1,1,20220,1
Nagaland,2021,5,5,2,5,7,9,5,7,5,2,1,41,68,1,1,57600,1
Jharkhand,2019,5,6,2,4,6,5,5,7,6,1,3,72,47,2,7,38460,0
Jharkhand,2018,5,3,0,3,6,1,1,7,5,2,4,109,58,1,8,76680,1
Nagaland,2020,5,5,2,1,7,4,0,1,5,1,4,44,43,2,8,46200,1
Puducherry,2023,5,5,0,4,6,5,2,4,6,2,4,30,38,1,1,7500,0
Jammu and Kashmir,2022,5,6,2,4,6,7,5,1,6,6,2,106,21,1,4,42000,0
Delhi,2023,5,2,2,4,8,4,1,4,4,2,1,100,33,1,8,33720,1
Sikkim,2020,5,3,2,2,2,8,5,4,4,1,1,32,26,1,4,43140,0
Kerala,2022,5,7,0,3,8,2,2,4,6,5,2,69,34,2,8,39420,1
Puducherry,2018,5,5,1,4,7,8,4,7,6,5,2,39,45,1,8,120,0
Telangana,2018,5,1,2,1,7,1,3,2,4,6,3,84,70,1,4,36780,1
Assam,2023,5,6,0,5,1,7,4,2,4,5,2,57,55,1,8,8280,0
Manipur,2023,5,1,0,4,8,9,5,4,4,2,2,86,66,2,8,29160,1
Puducherry,2021,5,3,2,3,8,3,1,4,6,6,4,72,51,2,7,76020,1
West Bengal,2021,5,5,2,5,2,6,1,7,4,2,2,45,25,2,8,26880,0
Puducherry,2020,5,1,2,4,8,5,4,4,4,6,1,70,66,1,1,37320,1
Arunachal Pradesh,2020,5,3,2,1,7,8,4,7,6,6,2,55,58,1,4,63000,0
Haryana,2019,5,6,1,2,7,7,5,1,4,2,4,47,51,1,1,85260,1
Uttarakhand,2019,5,1,1,4,7,8,0,2,4,6,1,76,65,2,7,9900,1
Tripura,2019,5,7,2,3,1,10,2,7,4,5,1,115,42,1,7,65400,1
Madhya Pradesh,2020,5,2,2,4,8,3,5,4,4,2,2,34,24,2,4,45840,0
Madhya Pradesh,2022,5,3,2,5,7,3,1,1,6,6,2,92,18,2,8,57180,1
Nagaland,2023,5,6,0,4,1,8,0,2,6,1,4,78,42,1,1,9240,1
Puducherry,2020,5,6,2,3,7,6,2,7,6,5,1,82,27,2,4,2400,0
Madhya Pradesh,2018,5,1,0,1,7,8,1,7,6,5,4,97,45,2,1,7020,1
Telangana,2021,5,6,0,4,2,2,3,2,6,2,4,60,46,1,4,25140,0
Sikkim,2023,5,7,1,3,1,9,4,7,4,5,4,118,27,2,4,84720,1
Mizoram,2022,5,3,2,1,7,2,0,1,4,6,4,54,19,2,7,46620,0
Maharashtra,2018,5,6,0,3,1,10,4,7,5,6,4,42,54,2,4,32220,0
Nagaland,2022,5,2,2,2,2,1,0,1,5,5,3,109,65,1,7,80460,1
Chandigarh,2018,5,2,2,5,8,3,2,2,6,6,4,32,46,2,7,41400,1
Telangana,2021,5,4,1,4,6,1,5,4,4,1,1,77,52,1,4,20940,0
Tripura,2023,5,1,1,1,4,2,1,1,4,5,2,80,39,1,4,81300,1
Chandigarh,2020,5,4,0,5,2,4,4,2,6,5,4,116,67,1,4,660,1
Chhattisgarh,2019,5,5,0,5,2,4,4,2,6,5,3,35,58,2,1,26340,1
Punjab,2019,5,3,1,5,8,6,0,4,4,5,3,97,45,1,1,35760,1
Madhya Pradesh,2019,5,4,0,1,7,8,5,7,6,1,2,100,69,2,7,36000,1
Puducherry,2018,5,2,0,5,1,1,1,7,6,6,4,49,35,2,7,49260,0
Gujarat,2022,5,7,0,3,7,1,0,7,6,2,1,46,62,2,4,9660,0
West Bengal,2018,5,7,0,5,7,5,0,7,6,1,2,106,24,1,4,70440,1
Telangana,2021,5,6,2,1,6,1,0,4,6,6,3,41,52,1,4,37860,0
Bihar,2023,5,1,2,3,8,3,2,7,5,1,2,104,45,1,8,50520,0
Sikkim,2020,5,7,0,5,7,4,2,1,6,1,3,50,45,2,4,24120,1
Rajasthan,2022,5,5,1,4,1,7,5,4,4,5,2,37,38,1,8,79380,1
Nagaland,2018,5,6,2,1,7,7,4,1,6,5,1,88,40,2,7,8640,0
Arunachal Pradesh,2019,5,2,0,4,1,3,3,1,4,6,1,90,62,1,8,71460,1
Kerala,2020,5,6,2,1,8,2,5,7,6,2,1,108,40,1,4,2820,0
Tripura,2023,5,7,0,1,8,9,2,7,5,2,3,79,63,1,8,32940,1
Telangana,2022,5,4,0,5,7,7,0,1,6,6,2,64,22,1,4,17700,1
Sikkim,2021,5,4,0,5,7,3,2,1,6,6,1,96,57,2,8,1560,1
Haryana,2023,5,5,0,5,7,3,1,2,6,2,4,45,29,1,1,63300,0
Gujarat,2021,5,7,1,2,8,6,4,2,5,5,1,52,44,2,8,70980,1
Sikkim,2022,5,7,2,2,1,10,4,7,6,6,1,107,46,2,1,10860,0
Nagaland,2018,5,6,2,5,2,10,5,2,6,2,2,62,25,1,1,50820,1
Gujarat,2021,5,2,1,1,7,5,4,4,6,6,2,33,66,1,7,9960,0
Haryana,2023,5,4,2,1,2,8,0,7,5,5,4,96,40,2,8,60660,0
Maharashtra,2023,5,2,2,2,4,4,3,7,4,5,1,30,22,1,7,41340,1
Sikkim,2021,5,1,1,2,6,9,2,7,5,2,2,63,57,2,4,19320,1
Madhya Pradesh,2018,5,2,1,3,2,5,3,1,6,1,2,109,52,2,1,28020,0
Kerala,2019,5,5,0,3,8,5,0,7,4,6,4,47,55,1,4,56640,0
West Bengal,2021,5,5,1,2,7,2,2,1,6,1,2,36,26,1,7,14640,0
Karnataka,2019,5,4,0,5,6,8,4,1,6,2,2,117,37,1,8,60000,1
Nagaland,2019,5,7,1,2,6,3,4,7,6,5,4,86,48,1,8,37920,0
Jammu and Kashmir,2020,5,7,1,3,4,0,5,7,5,5,2,51,34,1,4,81540,1
Mizoram,2021,5,7,0,1,8,3,0,2,4,6,3,86,70,1,7,77580,0
Rajasthan,2021,5,3,2,4,7,2,2,1,6,6,4,105,64,1,7,30720,1
Haryana,2020,5,5,0,4,7,6,1,1,6,2,1,56,43,1,1,23580,1
West Bengal,2022,5,3,0,1,2,8,5,4,6,2,3,95,41,2,4,6180,0
Assam,2021,5,6,2,1,2,2,5,7,6,6,3,37,42,2,4,24720,1
Uttar Pradesh,2020,5,5,0,5,8,0,2,4,6,6,3,108,33,1,8,45060,1
Bihar,2018,5,4,0,5,7,6,5,1,4,2,2,55,47,2,1,74580,1
Mizoram,2023,5,6,0,3,1,7,1,4,4,2,3,117,28,1,1,64680,0
Himachal Pradesh,2018,5,7,0,3,2,7,0,2,4,2,3,109,30,1,8,25500,0
Tamil Nadu,2021,5,3,0,4,4,4,1,1,5,6,4,40,70,2,1,78420,0
Goa,2022,5,2,2,5,2,6,0,2,4,5,1,94,44,2,1,73860,1
Goa,2020,5,3,0,1,7,7,3,7,4,5,3,55,36,2,1,62700,0
Puducherry,2023,5,4,1,1,7,6,0,2,4,6,1,52,33,1,1,20280,1
Tamil Nadu,2023,5,1,2,1,4,3,5,2,4,6,3,87,28,2,1,6960,0
Tamil Nadu,2019,5,4,2,3,4,4,5,7,6,5,3,51,54,2,1,79500,1
Nagaland,2020,5,3,0,5,8,10,2,7,6,1,1,54,58,2,1,61740,0
Punjab,2019,5,3,1,2,7,1,0,1,6,2,1,87,49,1,8,6180,1
Uttarakhand,2022,5,6,1,2,2,3,0,4,6,6,2,71,28,2,7,77640,0
Tamil Nadu,2023,5,3,0,5,4,4,3,7,4,1,2,62,55,2,1,1260,0
Sikkim,2019,5,7,1,5,1,4,5,2,5,6,2,118,34,2,4,61200,1
Punjab,2021,5,5,0,4,6,10,0,2,5,6,3,79,39,2,7,56880,0
Assam,2018,5,6,0,4,4,10,3,1,6,5,4,59,52,2,4,72120,1
Punjab,2019,5,5,2,5,7,6,5,7,4,2,4,80,66,2,1,68700,1
Himachal Pradesh,2020,5,5,0,5,1,3,1,7,4,2,4,33,68,2,1,68160,0
Meghalaya,2023,5,3,0,5,2,8,1,4,6,5,4,81,58,1,4,5640,1
Himachal Pradesh,2021,5,2,0,2,1,7,0,1,6,1,2,64,69,1,8,2220,0
Jammu and Kashmir,2018,5,6,1,5,7,10,3,4,5,1,1,83,68,2,1,54960,0
Delhi,2018,5,3,1,1,2,7,3,7,6,5,1,105,67,2,4,38700,1
Goa,2023,5,4,0,5,2,1,2,7,5,2,3,75,34,2,8,49620,0
Puducherry,2020,5,3,2,1,1,10,0,4,6,2,2,106,48,2,4,67680,1
Jammu and Kashmir,2019,5,7,1,2,7,8,2,1,6,1,4,50,33,1,8,3060,1
Arunachal Pradesh,2021,5,3,2,4,7,2,0,4,6,1,2,51,63,2,1,34800,0
Karnataka,2019,5,5,2,2,2,3,2,4,5,5,1,72,28,2,4,80340,1
Goa,2022,5,3,2,4,4,0,0,1,5,1,2,91,29,2,8,23760,0
Delhi,2023,5,2,0,2,4,7,1,2,4,6,2,65,65,1,4,82620,1
Chhattisgarh,2022,5,5,1,5,8,7,5,4,5,5,4,55,63,1,7,1800,0
Haryana,2019,5,7,0,2,7,0,2,2,6,1,4,53,25,2,7,85860,0
Haryana,2019,5,5,0,3,7,2,1,4,6,5,1,40,54,1,8,54120,1
Assam,2023,5,6,0,4,1,5,4,2,5,6,3,115,32,2,1,70080,0
Madhya Pradesh,2023,5,5,0,2,6,10,2,1,5,5,4,110,28,2,8,55440,0
Meghalaya,2022,5,4,0,4,8,7,0,7,5,6,2,107,45,2,8,42420,1
Chandigarh,2022,5,4,2,2,7,8,5,1,5,6,3,95,64,1,8,60180,0
Rajasthan,2020,5,1,2,1,6,1,1,1,5,1,1,111,55,2,8,82740,1
Punjab,2021,5,3,2,4,7,6,0,2,4,6,2,79,52,2,7,41700,0
Assam,2020,5,1,0,4,8,9,1,7,6,5,1,113,47,2,4,17280,1
Telangana,2022,5,5,2,4,6,1,5,7,5,6,1,101,30,1,4,64320,1
Uttarakhand,2022,5,3,1,1,8,7,0,1,4,6,1,90,31,1,7,56880,1
Karnataka,2021,5,3,0,3,1,7,4,2,6,6,3,86,48,1,4,13080,1
Delhi,2018,5,3,2,4,8,9,4,7,6,1,4,79,58,1,7,33720,1
Maharashtra,2018,5,2,2,4,7,4,0,7,6,2,3,113,55,2,1,2400,1
Uttarakhand,2018,5,3,1,5,7,3,2,2,6,1,1,62,51,2,8,86040,0
Himachal Pradesh,2023,5,7,0,2,7,6,3,1,4,2,4,39,23,1,1,27900,0
Odisha,2019,5,7,1,5,7,10,3,7,6,1,4,95,60,1,1,73200,1
Tamil Nadu,2021,5,2,2,4,4,6,0,7,6,2,3,72,46,2,1,15600,1
Haryana,2019,5,1,0,4,4,5,4,7,4,1,1,69,36,1,8,51360,1
Kerala,2021,5,7,2,1,4,4,0,2,6,5,4,43,42,2,8,18480,0
Odisha,2022,5,2,2,1,2,9,4,2,6,2,1,111,30,2,1,81420,0
Goa,2023,5,4,2,1,1,7,5,1,5,5,1,100,67,1,8,50700,1
Assam,2022,5,3,2,5,4,4,0,7,6,5,1,35,50,1,4,57540,0
Nagaland,2021,5,7,2,2,2,8,0,2,6,1,2,78,60,1,8,8100,1
Arunachal Pradesh,2021,5,4,2,1,2,7,4,2,4,1,4,114,69,2,7,51780,0
Rajasthan,2022,5,3,0,3,4,2,5,7,4,1,1,78,65,1,8,8940,1
Chandigarh,2018,5,3,1,2,7,1,3,1,5,2,3,92,21,1,8,72120,1
Himachal Pradesh,2021,5,1,1,4,4,5,1,7,4,6,2,91,69,2,7,77640,1
Goa,2023,5,3,0,1,7,0,1,7,4,5,2,75,50,2,4,69840,1
Tripura,2020,5,5,2,2,4,3,2,7,6,2,3,105,65,1,7,40140,0
Chandigarh,2021,5,3,0,4,2,1,5,2,5,6,2,93,67,1,7,62220,0
Madhya Pradesh,2021,5,5,2,1,4,2,5,2,6,1,2,93,18,1,8,82320,0
Meghalaya,2021,5,4,0,5,6,5,3,4,6,1,1,113,56,1,7,50340,1
Puducherry,2019,5,5,1,2,1,9,1,2,5,5,4,35,35,2,7,77640,0
Jharkhand,2023,5,1,2,5,1,2,5,4,6,5,2,90,35,1,1,70740,1
Chandigarh,2021,5,3,0,2,7,2,4,2,4,6,1,100,56,2,7,8880,1
Tamil Nadu,2022,5,3,0,3,2,0,5,2,4,2,2,110,52,1,4,55080,0
Telangana,2018,5,4,2,1,2,5,5,4,6,5,1,39,60,1,4,8280,0
Jharkhand,2020,5,3,2,2,1,10,3,1,4,1,4,95,63,1,7,34440,1
West Bengal,2022,5,3,1,3,8,4,5,4,4,2,2,39,28,2,4,81420,1
Uttar Pradesh,2020,5,6,2,1,7,4,5,4,5,6,2,79,67,2,8,2340,1
Nagaland,2022,5,2,0,3,2,4,3,7,5,6,2,94,35,1,7,24300,0
Jammu and Kashmir,2023,5,3,2,2,8,9,0,7,5,5,4,95,56,2,4,13860,0
Maharashtra,2023,5,7,2,5,7,8,5,7,6,6,2,105,20,2,7,29700,1
Mizoram,2019,5,7,1,5,7,5,0,7,4,6,2,88,26,1,4,58260,1
Uttarakhand,2020,5,7,0,2,6,4,1,7,6,2,1,38,53,2,7,13740,0
Sikkim,2019,5,7,0,3,6,9,2,7,6,1,3,30,33,2,7,76020,0
Goa,2020,5,1,1,2,7,9,4,4,6,5,2,117,39,1,7,34740,1
Nagaland,2021,5,1,0,5,8,5,3,1,4,2,1,115,19,1,1,10380,1
Karnataka,2022,5,5,0,5,8,7,0,7,5,6,3,53,21,1,8,77040,1
Himachal Pradesh,2020,5,1,0,1,4,4,2,7,4,6,3,88,45,1,8,30360,0
Telangana,2018,5,1,2,3,1,7,3,7,4,5,1,63,43,2,8,75180,0
Kerala,2022,5,3,2,4,4,5,1,2,5,6,4,46,38,2,1,34620,1
Haryana,2021,5,3,2,5,2,1,5,1,4,5,3,95,62,1,1,28680,1
Delhi,2020,5,1,1,5,7,6,4,4,4,1,2,105,61,1,1,82680,0
Himachal Pradesh,2019,5,2,0,3,2,2,0,2,5,2,4,79,34,1,4,14460,0
Arunachal Pradesh,2021,5,7,2,3,6,0,1,1,4,2,2,112,32,1,4,40860,0
Assam,2022,5,7,1,5,4,1,5,4,4,2,2,90,45,1,8,8880,1
Kerala,2023,5,1,2,1,4,8,1,1,5,6,1,105,38,1,4,9780,1
Punjab,2020,5,5,0,4,7,7,5,4,5,5,2,52,70,2,4,40260,0
Jharkhand,2021,5,5,0,4,6,3,0,7,5,1,4,63,47,1,4,24900,0
Punjab,2018,5,4,0,5,2,1,2,1,6,2,2,120,24,2,4,18360,1
Jharkhand,2020,5,1,2,3,2,2,2,7,4,5,2,108,61,1,4,420,0
Gujarat,2018,5,5,1,5,7,3,2,7,6,1,2,45,46,2,7,49620,0
Goa,2018,5,3,1,2,4,4,0,2,6,5,3,99,68,1,1,49560,0
Uttar Pradesh,2022,5,4,1,2,2,0,0,7,6,1,4,115,43,1,4,30600,1
Sikkim,2018,5,5,2,4,2,7,5,4,6,5,1,117,60,2,8,42540,0
Maharashtra,2020,5,4,2,2,7,8,5,2,6,5,4,45,53,1,1,72060,0
Mizoram,2021,5,6,1,3,7,2,1,4,6,1,2,111,25,1,7,76080,0
Odisha,2018,5,1,2,2,7,0,0,2,4,5,3,82,62,1,1,59040,1
Uttarakhand,2018,5,2,0,4,8,10,3,2,4,5,4,109,65,2,1,78840,0
Madhya Pradesh,2022,5,7,0,2,7,7,4,7,4,2,4,100,33,1,8,60780,0
Chhattisgarh,2021,5,7,1,1,1,6,0,4,6,5,4,105,18,2,7,67080,0
Meghalaya,2023,5,6,2,4,4,7,4,1,6,1,2,74,31,1,4,5040,1
Goa,2020,5,3,2,5,2,7,0,4,5,1,4,62,47,2,4,74460,1
Puducherry,2023,5,7,2,5,8,5,3,2,6,1,2,79,47,1,1,5100,1
Tamil Nadu,2022,5,2,1,1,2,0,0,4,4,1,4,38,22,1,4,14640,1
Punjab,2022,5,5,2,1,4,9,1,4,6,2,4,110,67,1,4,77280,0
Telangana,2018,5,2,1,2,1,6,0,4,6,1,2,119,31,1,8,54780,1
Maharashtra,2020,5,1,2,2,1,4,1,7,6,2,4,65,67,2,8,55920,0
Uttarakhand,2020,5,5,0,1,6,10,1,7,6,1,1,95,19,2,1,18840,0
Punjab,2021,5,1,1,4,4,8,0,4,4,5,4,73,33,1,8,26160,1
Telangana,2018,5,7,0,2,8,9,5,2,6,2,3,111,67,1,4,10260,1
Gujarat,2019,5,1,0,3,2,7,5,7,5,6,4,104,23,1,4,80220,1
Andhra Pradesh,2018,5,3,2,5,7,0,2,7,6,5,4,101,66,2,8,9300,0
West Bengal,2021,5,4,1,2,6,6,2,2,5,5,2,94,48,2,4,82680,0
Kerala,2023,5,1,2,1,1,10,2,1,4,2,4,117,42,2,8,26700,1
Uttarakhand,2021,5,1,2,3,2,7,1,7,6,2,3,104,24,2,1,48720,0
Maharashtra,2018,5,4,0,1,6,8,0,7,5,2,2,62,49,2,8,14940,1
Karnataka,2019,5,2,0,5,2,5,0,1,6,6,2,52,36,1,8,20400,1
Odisha,2019,5,7,1,3,7,7,1,4,4,5,4,85,29,1,1,27780,1
Rajasthan,2021,5,2,2,3,2,2,4,7,6,2,1,61,58,2,7,59880,0
Jharkhand,2023,5,6,1,4,4,7,1,1,6,6,3,44,59,1,4,28080,1
Goa,2021,5,2,2,3,6,9,2,7,4,1,3,53,35,1,1,25200,0
Madhya Pradesh,2019,5,7,2,3,6,6,0,7,6,5,3,53,21,2,4,63660,1
Odisha,2022,5,7,0,3,4,3,2,4,6,1,4,100,45,1,8,35880,1
West Bengal,2018,5,3,2,2,8,6,5,2,6,2,1,90,40,2,7,53760,1
Tamil Nadu,2021,5,5,0,5,2,7,5,4,5,6,2,39,23,1,7,6120,0
Haryana,2018,5,6,1,4,1,10,1,7,4,1,1,103,26,1,4,1680,1
Punjab,2021,5,1,1,1,8,1,0,7,6,5,1,67,53,1,7,22920,1
Andhra Pradesh,2021,5,3,0,1,1,2,2,2,6,5,4,48,43,1,4,22320,1
Nagaland,2021,5,1,0,2,4,2,4,7,4,1,2,40,66,1,8,23820,1
Gujarat,2021,5,6,2,1,8,8,3,7,4,1,1,109,43,2,8,78420,0
Delhi,2023,5,5,2,4,2,5,3,2,4,5,2,31,39,2,1,61080,0
Jammu and Kashmir,2023,5,2,1,3,8,1,2,4,6,6,3,107,64,1,7,22320,0
Punjab,2019,5,2,1,2,8,6,3,2,5,1,4,89,43,1,4,38340,1
Arunachal Pradesh,2021,5,5,0,5,7,7,0,7,4,2,4,53,24,2,4,25620,1
Rajasthan,2019,5,7,2,2,7,7,1,7,5,6,3,51,36,2,7,51180,1
West Bengal,2023,5,1,1,5,7,8,3,7,6,2,4,112,28,2,7,85500,1
Odisha,2022,5,7,1,3,2,5,1,1,4,1,4,37,32,1,1,67740,0
Uttar Pradesh,2018,5,1,2,4,4,1,0,4,6,2,2,32,58,1,1,20400,0
Odisha,2018,5,2,2,3,8,2,4,1,6,5,3,54,34,1,8,37680,1
Himachal Pradesh,2023,5,5,1,2,7,1,3,2,5,5,2,115,69,2,4,29400,1
Puducherry,2023,5,3,2,3,8,2,3,7,6,6,2,120,27,1,1,65760,0
Tripura,2021,5,7,1,3,2,5,0,1,6,6,2,81,48,1,4,53400,0
Manipur,2022,5,5,2,1,6,9,5,4,4,6,1,49,24,1,4,13260,1
Odisha,2018,5,5,0,3,7,9,1,7,5,5,3,83,46,2,4,68280,0
Jammu and Kashmir,2021,5,6,2,2,6,2,2,7,5,2,3,51,29,2,8,62460,0
Himachal Pradesh,2023,5,4,1,2,8,10,3,2,6,1,2,96,47,2,7,54840,0
Uttar Pradesh,2018,5,4,0,4,7,8,4,2,4,1,3,60,43,1,7,12480,1
